,Total Generation,Total Generation Cost,Total Generation GHG Cost,Beaver Generation,Beaver Generation Cost,Beaver Generation GHG Cost,Beaver Generation Cost per MWh,Otter Generation,Otter Generation Cost,Otter Generation GHG Cost,Otter Generation Cost per MWh,Sea Lion Generation,Sea Lion Generation Cost,Sea Lion Generation GHG Cost,Sea Lion Generation Cost per MWh,Platypus Generation,Platypus Generation Cost,Platypus Generation GHG Cost,Platypus Generation Cost per MWh,Carty Generation,Carty Generation Cost,Carty Generation GHG Cost,Carty Generation Cost per MWh,Hoover Generation,Hoover Generation Cost,Hoover Generation GHG Cost,Hoover Generation Cost per MWh,Peaker Generation,Peaker Generation Cost,Peaker Generation GHG Cost,Peaker Generation Cost per MWh,Trusty Generation,Trusty Generation Cost,Trusty Generation GHG Cost,Trusty Generation Cost per MWh,Tetchy Generation,Tetchy Generation Cost,Tetchy Generation GHG Cost,Tetchy Generation Cost per MWh
2015-07-18 19:00:00,965.8768299999999,18911.143741199998,3715.8898947000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,199.10816,5702.4577024,1212.5686944000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,196.76867,5438.6860388,1198.3212003,27.64,120.0,240.0,0.0,2.0
2015-07-18 20:00:00,948.24882,18403.046204799997,3608.5353138,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,178.24882,5105.0462048,1085.5353138,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-18 21:00:00,1082.451274,22433.594671439998,4490.384393640001,74.202454,2312.14846664,516.44907984,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,238.24882,6823.4462048,1450.9353138000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-18 22:00:00,996.28755,19778.875432,3901.0911795,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,226.28755,6480.875432000001,1378.0911795000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-18 23:00:00,988.52072,19556.4334208,3853.7911848000003,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,218.52072,6258.4334208,1330.7911848000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 00:00:00,1068.73022,21904.561440799996,4359.849304800001,20.2095,629.7280199999999,140.65812,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,278.52072,7976.8334208,1696.1911848000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 01:00:00,925.6009799999999,17817.3318072,3470.6099682000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,218.52072,6258.4334208,1330.7911848000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,137.08026,3788.8983864,834.8187834000001,27.64,120.0,240.0,0.0,2.0
2015-07-19 02:00:00,1126.118948,23692.79420528,4759.27485168,77.598228,2417.9607844800003,540.08366688,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,278.52072,7976.8334208,1696.1911848000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 03:00:00,966.67207,18952.5367348,3720.7329063000006,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,218.52072,6258.4334208,1330.7911848000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,178.15135,4924.103314,1084.9417215,27.64,120.0,240.0,0.0,2.0
2015-07-19 04:00:00,1012.13311,20232.6922704,3997.5906399000005,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,242.13311,6934.6922704,1474.5906399,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 05:00:00,987.10415,19515.862856,3845.1642735000005,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,217.10415,6217.862856000001,1322.1642735000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 06:00:00,1011.52547,20215.2894608,3993.8901123000005,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,241.52547,6917.289460800001,1470.8901123000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 07:00:00,987.68936,19532.6232704,3848.7282024000006,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,217.68936,6234.6232704,1325.7282024,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 08:00:00,996.4958799999999,19784.8420032,3902.3599092000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,226.49588,6486.8420032,1379.3599092000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 09:00:00,948.77217,18418.0349488,3611.722515300001,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,178.77217,5120.0349488,1088.7225153000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 10:00:00,936.46263,18065.4897232,3536.7574167000002,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,166.46263,4767.489723199999,1013.7574167,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 11:00:00,1061.74236,21818.00611,4356.5043375000005,65.27973,2034.1163868,454.3469208,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,226.46263,6485.8897232,1379.1574167,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 12:00:00,1110.313766,23180.29112096,4642.36132326,53.851136,1678.00139776,374.80390656,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,286.46263,8204.2897232,1744.5574167000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 13:00:00,998.89989,19853.6928496,3917.0003301000006,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,228.89989,6555.6928496,1394.0003301000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 14:00:00,979.69526,19303.672246399998,3800.0441334000006,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,209.69526,6005.6722463999995,1277.0441334000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 15:00:00,1013.90385,20283.406263999997,4008.374446500001,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,243.90385,6985.406264,1485.3744465000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 16:00:00,971.61846,19072.3526944,3750.8564214000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,201.61846,5774.3526944000005,1227.8564214,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 17:00:00,902.15129,17092.2801156,3327.8013561000002,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,141.61846,4055.9526944,862.4564214000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,190.53283,5266.3274212,1160.3449347,27.64,120.0,240.0,0.0,2.0
2015-07-19 18:00:00,1093.577493,22964.944978300002,4633.660923300001,120.0,3739.2,835.2,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,201.61846,5774.3526944000005,1227.8564214,28.64,200.0,1000.0,0.0,5.0,1.959033,153.3922839,47.6045019,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 19:00:00,1097.315784,22837.88131024,4573.509796440001,65.697324,2047.1286158399998,457.25337504,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,261.61846,7492.752694400001,1593.2564214000004,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 20:00:00,1019.56834,20445.6372576,4042.871190600001,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,249.56834,7147.6372576,1519.8711906000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 21:00:00,1004.94138,20026.721123199997,3953.7930042000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,234.94138,6728.7211232,1430.7930042000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 22:00:00,1007.13179,20089.4544656,3967.1326011,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,237.13179,6791.4544656,1444.1326011,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-19 23:00:00,998.30231,19836.5781584,3913.3610679000003,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,228.30231,6538.578158400001,1390.3610679000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 00:00:00,989.15865,19574.703736,3857.676178500001,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,219.15865,6276.703736,1334.6761785,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 01:00:00,986.8183300000001,19507.6769712,3843.4236297000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,216.81833,6209.6769712000005,1320.4236297000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 02:00:00,1002.88217,19967.7453488,3941.2524153000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,232.88217,6669.7453488,1418.2524153000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 03:00:00,1013.5740499999999,20273.960791999998,4006.3659645000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,243.57405,6975.960792,1483.3659645000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 04:00:00,944.14704,18294.9982356,3583.5554736000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,183.57405,5257.560792,1117.9659645000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,190.57299,5267.4374436,1160.5895091000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 05:00:00,972.85127,19107.660372799997,3758.3642343,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,202.85127,5809.6603728,1235.3642343000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 06:00:00,1056.780528,21571.69605208,4290.311869980001,23.929258,745.63567928,166.54763568,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,262.85127,7528.060372800001,1600.7642343000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 07:00:00,980.44362,19325.1052768,3804.6016458000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,210.44362,6027.1052768,1281.6016458000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 08:00:00,1057.556534,21576.74367704,4289.10752724,17.112914,533.23840024,119.10588144,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,270.44362,7745.5052768000005,1647.0016458000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 09:00:00,960.97753,18787.0625492,3686.0531577,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,210.44362,6027.1052768,1281.6016458000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,180.53391,4989.9572724,1099.4515119,27.64,120.0,240.0,0.0,2.0
2015-07-20 10:00:00,1063.611468,21765.41542048,4331.24986788,23.167848,721.91014368,161.24822208,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,270.44362,7745.5052768000005,1647.0016458000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 11:00:00,922.80416,17731.9506024,3453.5773344000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,210.44362,6027.1052768,1281.6016458000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,142.36054,3934.8453256,866.9756886,27.64,120.0,240.0,0.0,2.0
2015-07-20 12:00:00,984.49533,19441.1462512,3829.2765597000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,214.49533,6143.1462512,1306.2765597000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 13:00:00,1081.042837,22298.366569320002,4449.047208420001,36.547507,1138.8203181200001,254.37064872000002,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,274.49533,7861.546251200001,1671.6765597000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 14:00:00,957.5148399999999,18695.4055076,3664.9653756000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,214.49533,6143.1462512,1306.2765597000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,173.01951,4782.2592564,1053.6888159,27.64,120.0,240.0,0.0,2.0
2015-07-20 15:00:00,970.1348399999999,19029.861817599998,3741.8211756,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,200.13484,5731.8618176,1218.8211756,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 16:00:00,1010.46979,20185.054785599998,3987.461021100001,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,240.46979,6887.054785599999,1464.4610211000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 17:00:00,912.31072,17411.9380908,3389.6722848000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,180.46979,5168.6547856,1099.0610211,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,161.84093,4473.2833052,985.6112637,27.64,120.0,240.0,0.0,2.0
2015-07-20 18:00:00,970.26974,19033.7253536,3742.6427166000003,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,200.26974,5735.725353600001,1219.6427166000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 19:00:00,1119.424005,23530.172251,4728.556401000001,89.154265,2778.0468974,620.5136844,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,260.26974,7454.1253536,1585.0427166000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 20:00:00,1041.32076,21068.6265664,4175.3434284,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,271.32076,7770.6265664,1652.3434284000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 21:00:00,900.7912100000001,17124.3898044,3319.5184689000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,211.32076,6052.226566400001,1286.9434284000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,119.47045,3302.163238,727.5750405000001,27.64,120.0,240.0,0.0,2.0
2015-07-20 22:00:00,975.82349,19192.784753599997,3776.4650541,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,205.82349,5894.7847536,1253.4650541,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-20 23:00:00,1028.2271799999999,20693.6264352,4095.6035262000005,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,258.22718,7395.6264352,1572.6035262,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 00:00:00,1019.518,20444.19552,4042.56462,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,249.518,7146.19552,1519.56462,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 01:00:00,987.887,19538.28368,3849.9318300000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,217.887,6240.2836800000005,1326.9318300000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 02:00:00,959.90535,18736.889224,3679.5235815000005,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,189.90535,5438.8892240000005,1156.5235815,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 03:00:00,1120.60013,23592.938568799997,4745.7592503000005,100.69478,3137.6493447999997,700.8356688,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,249.90535,7157.289224,1521.9235815000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 04:00:00,962.81517,18820.2264688,3697.2443853000004,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,192.81517,5522.2264688,1174.2443853000002,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 05:00:00,936.1418,18056.301152,3534.803562,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,166.1418,4758.301152,1011.803562,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 06:00:00,972.65872,19102.1457408,3757.1916048000003,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,202.65872,5804.1457408,1234.1916048,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 07:00:00,1029.36035,20726.080424,4102.504531500001,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,259.36035,7428.080424,1579.5045315,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 08:00:00,1105.350747,22953.72927652,4582.991199120001,20.350747,634.12927652,141.64119911999998,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,315.0,9021.6,1918.3500000000001,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,200.0,5528.0,1218.0000000000002,27.64,120.0,240.0,0.0,2.0
2015-07-21 09:00:00,992.05349,19690.5584636,3875.3057541000007,0.0,0.0,0.0,31.16,0.0,0.0,0.0,58.224999999999994,250.0,6529.999999999999,1305.0000000000002,26.119999999999997,0.0,0.0,0.0,53.2,255.0,7303.2,1552.9500000000003,28.64,200.0,1000.0,0.0,5.0,0.0,0.0,0.0,78.3,167.05349,4617.3584636000005,1017.3557541000002,27.64,120.0,240.0,0.0,2.0
